Message,Sentimiento
Espero que puedan darme una solución. De lo contrario el día 9 cancelo la suscripción.,Negativo
Jym Diaz Ramirez muy sierro lo q dises ami me esta pasando y igual es horrible y no se q aser para retirar me por q la verdad es q cadabes q llamo para qmerretiren me salen con un chorro de babas,Negativo
"Kelly Diaz ps estas de buenas x q t contestan, a mi ni eso, ya no c q más hacer!!!! Es la peor compra d mi vida!!!! Apenas se cumpla el año hasta nunca, eso es una porquería!!",Negativo
@DIRECTVGOAyuda @DIRECTVServicio ese chat es solo de directvgo. sigo con el mismo problema,Negativo
Muy mala atención al usuario,Negativo
Son lo peor qué hay no brindan una asistencia de servicio al cliente telefónicamente,Negativo
"Andres, yo estuve con Directv 8 años y los primeros 3 años excelente... El resto un martirio del que todavía no he salido,.. Espera que tengas que hacer un reclamo y verás.",Negativo
Que lancen mejores promociones para incentivar al usuario mejores canales mejores planes para prepago,Negativo
La empresa son unos ladrones y sinvergüenza,Negativo
Directv con.plan.en.el.momento de uno quererce retirar son.unas ratas del resto es.muy bueno,Negativo
"@DIRECTVGO no me interesa nada de uds, son unos SINVERGUENZAS",Negativo
Estoy seguro que las llamadas a @DIRECTVGOAyuda para adquirir un paquete de televisión no las cuelgan groseramente como lo hacen con las de reclamacion.,Negativo
Más de una hora tratando de exponer una queja en @DIRECTVGOAyuda y pasan de asesor en asesor a exponer mismo caso.,Negativo
@DIRECTVGOAyuda @DIRECTVServicio muy mal que le cuelguen a uno las llamadas para cancelar el servicio.,Negativo
@PotyMia @DIRECTVGOAyuda @DIRECTVServicio Es que el cambio de menú en el call center está diseñado para que uno se canse de llamar y así no logre deshacerse del internet malo ese. @DIRECTVServicio,Negativo
@DIRECTVGOAyuda No me sirvió de nada la ayuda pregunto por algo y me salen con otra cosa,Negativo
"Drtv son los mas sinverguenzas que hay y tienes que tener suerte para que te den la baja si quieres renunciar, casi 6 meses peleando por telefono para que me desconecten",Negativo
"@DIRECTVGO 80 mil pesos el mes, ni Netflix, Amazon prime video y YouTube premium juntos vale todo eso mensualmente.",Negativo
"Yo tengo direc tv pero sus servicios son muy exagerados..""sólo Netflix """,Negativo
"Mucachos, porque tan caro ??? 10.000 pesos chilenos es mas suficiente para cubrir todos los costos de implementación del servicio, cobran casi lo mismo q pedir DIRECTV oro, aparte tienen q venir a la casa e instalar la antena y mantenerla. Son sinverguenzas y no me vengan con excusas q esto sale aqui y en otros paises como peru o argentina, he estado afuera de sudamerica y se cuan barato es el servicio de TV cable, si quieren un cliente fiel dejen de robar injustificadamente. Sean concientes de la realidad de Chileno !!!",Negativo
Muy caro,Negativo
Para ser tv por Internet caro el servicio,Negativo
@DIRECTVGO Valen callampa...dicen que la instalación es gratis pero cobran 40 lucas por ir a poner el deco y encima cobran 40 lucas más por por ir a mover la antena si se descalibra por algún viento fuerte.,Negativo
Yo tengo plan y que para escribirme en DirecTV Go tengo que pagar mensual por aparte no DirecTV así no es al menos a los clientes debería ser gratis la app,Negativo
@DIRECTVGO Si contrato HBO GO @hbogo me cuesta $7000 y veo cada capítulo de Game Of Thrones cuando quiero. Ud cuestan el doble https://t.co/HiWkuYiHtT,Negativo
@DIRECTVGO Si contrato HBO GO @hbogo me cuesta $7000 y veo cada capítulo de Game Of Thrones cuando quiero. Ud cuestan el doble https://t.co/HiWkuYiHtT,Negativo
MUY CAROOOOOOOO,Negativo
"@DIRECTVGO Consulta , por esa aplicación hay que pagar ?",Negativo
Dirictv lo mas malo y peor que ay y mas caro la wea jajajajaja,Negativo
Es caro y te piden cualquier requisitos,Negativo
Puro cuento tengo oro HD y igual para usar el servicio cobran un pan de 14.000,Negativo
"@DIRECTVGOAyuda @DIRECTVServicio Gracias, ya me explicaron que así tenga plan oro debo pagar más para poder ver películas por @DIRECTVGO que mal, deberían ofrecer servicios reales no con trampa.",Negativo
Son ultra de sinvergüenzas...tienen a 39.990 la instalación ..se pasan de barsas,Negativo
Muy caro eso yo les ofresco en TV smartv pc tablet celular más de 3000canales películas viene con HBO win sport DirecTV y mas a 10mil mensuales,Negativo
Directv es buena la imagen pero abusan de los cobros ya los otros operadores ya están extendiendo sus redes a los pueblos para que se acabe el abuso de este operador de televisión. Sólo es cuestión de esperar mientras toca TDT,Negativo
Tiene muy mala señal.hace 20 días.mala mala,Negativo
"@DIRECTVGOAyuda hola, quisiera saber por qué se publicitan varias series que cuando uno las pincha para verlas en la app, dicen ""Ups, lo sentimos. No hay episodios disponibles para esta temporada"". Esto pasa con varias series que al abrir la app se publicitan como disponibles. https://t.co/Tx0aEGKzmZ",Negativo
Hola @DIRECTVServicio @DIRECTVCo tengo un problema con directvgo y la plataforma de internet en general,Negativo
"Estoy en el periodo de prueba, pero no me permite ver nada, salvo una serie llamada Isabel y la tv en vivo",Negativo
@DIRECTVGO De que sirve esto si solo está disponible para chile y colombia nada más 🙄🙄🙄🙄😒😒😒😒,Negativo
@DIRECTVGO Tiene canales q no ve ni dios y ese si q esta de ocioso hace rato,Negativo
"@DIRECTVGOAyuda @DIRECTVGO por qué no tengo subtítulos en las transmisiones en vivo? Soy cliente oro y por ende puedo tener la app de directv go, pero no quiero ver todo en español. Quiero verlas en su idioma original pero con subtítulos, cosa que no sale. Ojalá lo arreglen!!!",Negativo
"Amiwis @FOXPremiumLat tienen un contenido excelente. 
  
  Ahora hay que mejorar las app. Las series se cuelgan en imagen o sonido, pasa en el AppleTv y en la apps para iOS.
  
  No es problema del Internet xq utilizo sin ningun problema Netflix, Prime Video, HBO y hasta DirectvGo.
  
  😘",Negativo
Felipe Mendez Salazar pero esta wea de directv es para un solo dispositivo que es pior.,Negativo
Es buena la App lo único malo es k hay k ingresar el email cada ves k uno kiera ingresar,Negativo
Muy malo,Negativo
en Directv Go pero al elegir alguna película para ver me dice que no esta disponible,Negativo
@DIRECTVGOAyuda por que no puedo ver HBO? https://t.co/ohKCo6pRrz,Negativo
@DIRECTVGOAyuda No funciona,Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
"PÉSIMO DIRECTV, LA EXPERIENCIA DE 7 DÍAS GRATIS NO ME DEJA ACCEDER A NADA!!! CON ESE MÉTODO DE PRUEBA NO ME SUMO!",Negativo
Los verdes en Bogotá lo único q hacen es salir a correr jajajaja disq locales,Negativo
"@DIRECTVGOAyuda #ayuda hola buenas tardes, tengo problemas para el inicio de sesión en un Note 9... en todos los dispositivos no he tenido ningún problema, qué puedo hacer?",Negativo
No le recomiendo el Internet se cae mucho es muy inestable,Negativo
Por qué la programación de películas no tiene traducción en español,Negativo
@DIRECTVGOAyuda @DIRECTVGO @rjperez123 Ojo aparece el canal la red en la grilla y al entrar a la app no está disponible https://t.co/aErq880QNb,Negativo
"Estimados recién hoy creé una cuenta de directvgo. Al respecto solo puedo acceder a una cantidad muy limitada de contenido on demand. Cuando contarte el servicio, en la página de bienvenida aparecían una cantidad importante de películas y series. Películas tales como El Planeta de los Simios es mostrada en esa pantalla de buenvenida...sim embargo no se puede acceder a ella. Pensé que al menos al catalogo de Películas go o series go, pero a ninguna de la dos. Quiera saber como puedo acceder a ellos. Saludos cordiales",Negativo
"Estimados recién hoy creé una cuenta de directvgo. Al respecto solo puedo acceder a una cantidad muy limitada de contenido on demand. Cuando contarte el servicio, en la página de bienvenida aparecían una cantidad importante de películas y series. Películas tales como El Planeta de los Simios es mostrada en esa pantalla de buenvenida...sim embargo no se puede acceder a ella. Pensé que al menos al catalogo de Películas go o series go, pero a ninguna de la dos. Quiera saber como puedo acceder a ellos. Saludos cordiales",Negativo
Lo único que me aparece sin restricciones on demand son algunas series,Negativo
"Inscribí HBO a mi cuenta y tampoco tengo acceso a su contenido, qué pasa?",Negativo
Acá esperando que funcione,Negativo
"Buenas tardes, quisiera saber porque no puedo ver canal caracol en Directv go",Negativo
El servicio de Internet es pésimo se cae a cada rato no ay estabilidad,Negativo
@DIRECTVGOAyuda No me está dando ingreso a Game Of Thrones y yo lo tengo incluido en mi plan ! Que hago ?,Negativo
"@DIRECTVGOAyuda Me sale 0 episodios, y ayer mismo estaba viendo la serie ! No me deja desde ningún dispositivo pic.twitter.com/XScxgLoE5g",Negativo
Pésimo servicio de internet,Negativo
"JUEPUTAAAA, quitaron de @DIRECTVGO @DIRECTVGOAyuda a @GameOfThrones 😭😭😭",Negativo
"@SamsungCO oigan señores de verdad que tristeza con Uds tengo un smart tv de 50"" comprado el año pasado y entra uno a descargar directv go y no está disponible y ki que hablar de HBO go no tienen nada que ofrecerle a sus usuarios sólo youtube y netflix sean serios",Negativo
@DIRECTVGOAyuda @GameOfThrones No dicen nada tampoco...,Negativo
Mentirosos los de directo go igual te cobran,Negativo
Sería de gran utilidad por qué ahora me veo en la obligación de dar de baja a la suscripción por qué no tiene sentido si no puedo verla en la tv,Negativo
No funciona,Negativo
@DIRECTVGO Hola por que no puedo cambiar de idioma los capítulos de got? Desde hbo go si me permite cambiar idioma.,Negativo
@DIRECTVGOAyuda por qué motivo quitaron la opción del audio en inglés de los canales @HBOLAT y @FOXPremiumLat? Quedo atento a su respuesta.,
"@DIRECTVGOAyuda Por qué motivo quiraron la opción del idioma inglés en los canales @HBOLAT y @FOXPremiumLat? Quedo atento a su respuesta, saludos!",
"El tema es que ni esas pelis puedo ver, me salen como restringidas.",Negativo
Quienes habrán sido los retrasados mentales que hicieron esta clase de mercadotecnia pero si no los despiden como compañía uds son más imbéciles que ellos.....,Negativo
"Alguien me puede decir como bloquear esta publicidad , veo la cara de estúpidos de cada uno y me da urticaria",Negativo
"Los que mas se esmeran por publicitar de forma insistente, tenaz y molesta, son los peores servicios. Aquellos que no lo hacen, entregan servicios de mejor calidad!..",Negativo
"Noooo, el único pecado es idolatrarlos, ponerlos antes que a Dios. Gravísimo!",Negativo
Horrible el eslogan de su publicidad mal DirecTV,Negativo
Y cuanto por la muchacha de la publicidad ? :v se ve ricarda,Negativo
Bieeen aweona esta publicidad. Lo peor es q hay quienes se compran el cuento.,Negativo
Publicado engañosa ... Solo aplican el descuento si usted amarra el pago a un tarjeta crédito por 12 meses ... Una vergüenza ... Pícaros!!,Negativo
las mujers son soberbias wn .,Negativo
Quien fue el publicista penka ???? Menos mal que la mamá no tuvo gemelos,Negativo
Innecesariamente tóxico el mensaje del comercial,Negativo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"Envidia es lo que todos sentirán cuando disfrutes de tu NUEVO DIRECTV GO sin que nada te lo impida. 
 Descubre más.",Positivo
"Envidia es lo que todos sentirán cuando disfrutes de tu NUEVO DIRECTV GO sin que nada te lo impida. 
 Descubre más.",Positivo
"📍Yo
  |
  |
  | _ _ _ _ _ _ _ _ _ _ _ _ _ _
  I
 📍Pendientes I
  _ _ _ _ _ _ _ _ _ _ _ _ _ _ I
  |
  |
  |
 📍#DIRECTVGO
 
 Tomar un atajo para ver tu serie favorita puede ser el mejor camino 😎",Positivo
Envidia es lo que sentirán todos cuando vivas las Ligas Europeas en exclusiva con tu NUEVO DIRECTV GO. Descubre más.,Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"📍Yo
  |
  |
  | _ _ _ _ _ _ _ _ _ _ _ _ _ _
  I
 📍Pendientes I
  _ _ _ _ _ _ _ _ _ _ _ _ _ _ I
  |
  |
  |
 📍#DIRECTVGO
 
 Tomar un atajo para ver tu serie favorita puede ser el mejor camino 😎",Positivo
"¿No tienes dónde ver el 🔥 partidazo 🔥 entre Liverpool y Manchester City ?
 
 Con #DIRECTVGO puedes disfrutarlo en cualquier parte, sin perderte ningún detalle: ¿Quién ganará?",Positivo
"Aprovecha Hoy el Plan ORO: Desde 81.900 - Más de 200 Canales Disponibles - DIRECTV Play, DIRECTV Sports App, DIRECTV Go y Canales Premium.
 
 ¡Llama ya al 3182446066 ☎️☎️☎️ pic.twitter.com/5th7ottJFL",Neutro
"@bynpetite A Hermione le gusta esto 
 Una maratón de Harry Potter nunca caerá mal y si usas #DIRECTVGO mucho mejor. https://t.co/30znQUzBqz",Positivo
Soberbia es sentirte superior con la TV que va contigo. Vive todo el entretenimiento sin spoilers.,Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
"#EsteAñoMeDejó
 
 - Los mejores estrenos 🍿
 - Maratones inolvidables 🏁
 - Partidos impresionantes 😱
 - La emoción de goles épicos ⚽
 - Ganas de ver nuevas temporadas 🔥
 
 Pero lo mejor de este año es que llegó #DIRECTVGO",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Neutro
"Ahora puedes disfrutar toda la nueva temporada de Versailles en @OnDIRECTV llena de historia, drama y traiciones. Disfrútala en donde estés y en todos tus dispositivos con #DIRECTVGO https://t.co/9TZvCiDzzD",Neutro
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"En mis propósitos de este año está terminar todas las temporadas de Aventuras en Pañales por @DIRECTVGO 
 Pecados culposos. 😬😏 https://t.co/tMKaKCRoN0",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Real Madrid (@realmadrid) 🆚 Leganés (@CDLeganes)
 🎤Relatos: @haasenico
 🎙Comentarios: @fpetrocelli
 🤳#CopaDelReyEnDIRECTV / #RealMadridLeganés
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/z8D8zqr8mq",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Villarreal (@VillarrealCF) 🆚 Espanyol (@RCDEspanyol)
 🎤Relatos: @pedrobozoa
 🎙Comentarios: @rodrigojcastro
 🤳#CopaDelReyEnDIRECTV / #VillarrealEspanyol
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/EPvAPqvkwT",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Girona (@GironaFC) 🆚 Atlético de Madrid (@Atleti)
 🎤Relatos: @haasenico
 🎙Comentarios: @Gustavo_che
 🤳#CopaDelReyEnDIRECTV / #GironaAtleti
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/Aw7gdk7S61",Positivo
"#EuroLeague 🇪🇺🏀 / Temporada Regular - Fecha 17
 🇬🇷 Olympiacos (@olympiacosbc) 🆚 Baskonia (@Baskonia) 🇪🇸
 🎤Relatos: @fedetoral
 🎙Comentarios: @NicoFazio
 🤳#BasquetEnDIRECTV - #EuroLigaxDIRECTV
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/h0ZghJjkwj",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO pic.twitter.com/27ZF1UMRjZ,Positivo
@patokidd ¡Mañana puedes disfrutar Levante vs Barcelona por la Copa del Rey en tu #DIRECTVGO! pic.twitter.com/pX2qROArw6,Positivo
"Acá calculando cuanto me demoro en hacer la maratón de 67 capítulos de #GOT dado que este año la serie nos dice ""Adiós"". 
 
 Si se unen al combo de la maratón tienen dos opciones: O la vemos juntos o se descargan @DIRECTVGO que ahí está completica. 😌 https://t.co/pfFhMbiHff",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Athletic Bilbao (@AthleticClub) 🆚 Sevilla (@SevillaFC)
 🎤Relatos: @haasenico
 🎙Comentarios: @SebasDecker
 🤳#FútbolEnDIRECTV / #AthleticSevillaFC
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/IbAXgUjKI9",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Betis (@RealBetis) 🆚 Real Sociedad (@RealSociedad)
 🎤Relatos: @federodas
 🎙Comentarios: @CastellanosCami
 🤳#FútbolEnDIRECTV / #RealBetisRealSociedad
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/APSP6hkOXu",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Levante (@LevanteUD) 🆚 FC Barcelona (@FCBarcelona_es)
 🎤Relatos: @FDVENE
 🎙Comentarios: @Gustavo_che
 🤳#FútbolEnDIRECTV / #LevanteBarça
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/bgLkK87y6d",Positivo
"Ahora puedes disfrutar toda la nueva temporada de Versailles en @OnDIRECTV llena de historia, drama y traiciones. Disfrútala en donde estés y en todos tus dispositivos con #DIRECTVGO pic.twitter.com/9TZvCiDzzD",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Athletic Bilbao (@AthleticClub) 🆚 Sevilla (@SevillaFC)
 🎤Relatos: @haasenico
 🎙Comentarios: @SebasDecker
 🤳#FútbolEnDIRECTV / #AthleticSevillaFC
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/IbAXgUjKI9",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Betis (@RealBetis) 🆚 Real Sociedad (@RealSociedad)
 🎤Relatos: @federodas
 🎙Comentarios: @CastellanosCami
 🤳#FútbolEnDIRECTV / #RealBetisRealSociedad
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/APSP6hkOXu",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Levante (@LevanteUD) 🆚 FC Barcelona (@FCBarcelona_es)
 🎤Relatos: @FDVENE
 🎙Comentarios: @Gustavo_che
 🤳#FútbolEnDIRECTV / #LevanteBarça
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/bgLkK87y6d",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Levante (@LevanteUD) 🆚 FC Barcelona (@FCBarcelona_es)
 🎤Relatos: @FDVENE
 🎙Comentarios: @Gustavo_che
 🤳#FútbolEnDIRECTV / #LevanteBarça
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/bgLkK87y6d",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
 2🎫19
 2🏆19
 2⚽19
 2🎬19
 2🐉19
 2🍿19
 2📱19
 2💻19
 2🖥19
 
 ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#CopaDelRey 🇪🇸🏆⚽ / 8º de Final - Ida
 Levante (@LevanteUD) 🆚 FC Barcelona (@FCBarcelona_es)
 🎤Relatos: @FDVENE
 🎙Comentarios: @Gustavo_che
 🤳#FútbolEnDIRECTV / #LevanteBarça
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/bgLkK87y6d",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"Si quieres devorarte SUCCESSION en una noche, debes tener #DIRECTVGO. El único pecado es no tenerlo. https://t.co/juvDh4PPhM",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO https://t.co/27ZF1UMRjZ,Positivo
